,model,n,method,split,recall_macro,precision_macro,f1_macro,recall_c1,precision_c1,f1_c1
93,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,450,active,test_ext,0.8033471703529358,0.6831889748573303,0.732268214225769,0.8528156280517578,0.795592188835144,0.8232106566429138
94,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,450,random,test,0.8108114004135132,0.8817892074584961,0.8431771993637085,0.943274736404419,0.977016031742096,0.959848940372467
95,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,450,random,test_ext,0.8054131269454956,0.6848028302192688,0.7335971593856812,0.8459739089012146,0.800874650478363,0.8228067755699158
96,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,mix,test,0.8105545043945312,0.8838849067687988,0.8437948226928711,0.9445622563362122,0.974984347820282,0.9595322608947754
97,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,mix,test_ext,0.7978794574737549,0.6817147731781006,0.7285667061805725,0.8450972437858582,0.8050470352172852,0.8245860934257507
98,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,active,test,0.809775710105896,0.8846473693847656,0.8436306715011597,0.9444864988327026,0.9739925265312195,0.9590126276016235
99,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,active,test_ext,0.79549241065979,0.6817300319671631,0.7278002500534058,0.8461360931396484,0.8055052161216736,0.8253208994865417
100,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,random,test,0.8134436011314392,0.8806236982345581,0.8441368341445923,0.9445622563362122,0.9739945530891418,0.9590526223182678
101,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,random,test_ext,0.8024494647979736,0.6801430583000183,0.7289596796035767,0.8441160917282104,0.8044219613075256,0.8237911462783813
102,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,mix,test,0.8096747398376465,0.8824231028556824,0.8427950143814087,0.943274736404419,0.9761736989021301,0.9594422578811646
103,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,mix,test_ext,0.8005446195602417,0.6894897222518921,0.7343057990074158,0.8403279185295105,0.8094212412834167,0.8245850801467896
104,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,active,test,0.8097323179244995,0.8868744373321533,0.8444223403930664,0.9450923800468445,0.9727938771247864,0.9587430953979492
105,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,active,test_ext,0.7997502684593201,0.6891161203384399,0.7343652844429016,0.846863865852356,0.8056616187095642,0.8257490992546082
106,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,random,test,0.8152675628662109,0.8783430457115173,0.8442034125328064,0.9450923800468445,0.973249077796936,0.9589641094207764
107,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,random,test_ext,0.8097578287124634,0.6854077577590942,0.7351036071777344,0.8441119194030762,0.8038327097892761,0.8234800696372986
108,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,mix,test,0.8124639987945557,0.884006679058075,0.8447961807250977,0.9475159049034119,0.970446765422821,0.9588442444801331
109,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,mix,test_ext,0.80352783203125,0.6739473938941956,0.7261167764663696,0.8435591459274292,0.7728992104530334,0.8066848516464233
110,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,active,test,0.8102200031280518,0.8887035846710205,0.8453170657157898,0.9470614790916443,0.9720171093940735,0.9593770503997803
111,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,active,test_ext,0.7985363006591797,0.6763992309570312,0.7261403799057007,0.8432102203369141,0.7768015265464783,0.808644711971283
112,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,random,test,0.8164907693862915,0.8781638145446777,0.8447921276092529,0.9454710483551025,0.9727286696434021,0.9589062333106995
113,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,random,test_ext,0.8092954158782959,0.6720728874206543,0.7263048887252808,0.8371619582176208,0.7746327519416809,0.8046844601631165
114,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,mix,test,0.8119280934333801,0.8846602439880371,0.8448492884635925,0.9455468058586121,0.973944902420044,0.9595357775688171
115,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,mix,test_ext,0.7961528301239014,0.6728007793426514,0.7218921780586243,0.8296348452568054,0.7796535491943359,0.8038680553436279
116,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,active,test,0.8102824091911316,0.8887086510658264,0.8454063534736633,0.9472886919975281,0.9726282954216003,0.9597913026809692
117,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,active,test_ext,0.7935470342636108,0.6738826036453247,0.7221090197563171,0.8343900442123413,0.7792214751243591,0.8058626651763916
118,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,random,test,0.8196017146110535,0.8771355152130127,0.8461087346076965,0.9458497166633606,0.9725120663642883,0.9589956402778625
119,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,random,test_ext,0.8031386137008667,0.6665420532226562,0.719727635383606,0.82869553565979,0.7749231457710266,0.8009077906608582
120,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,mix,test,0.815072774887085,0.8853733539581299,0.8466624617576599,0.9504695534706116,0.9678414463996887,0.9590768218040466
121,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,mix,test_ext,0.799566924571991,0.6615633368492126,0.7156887054443359,0.8365728855133057,0.76123046875,0.7971253395080566
122,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,active,test,0.8114226460456848,0.8908618688583374,0.8467774391174316,0.9496364593505859,0.9703606367111206,0.9598867297172546
123,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,active,test_ext,0.7942825555801392,0.667680025100708,0.7181376218795776,0.834009051322937,0.7676435112953186,0.7994513511657715
124,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,random,test,0.820763111114502,0.8748044967651367,0.8457394242286682,0.9467585682868958,0.9716306328773499,0.9590333700180054
125,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,random,test_ext,0.8022651672363281,0.6573505997657776,0.7124729156494141,0.8210111856460571,0.7635154128074646,0.7912201285362244
126,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,mix,test,0.8122159838676453,0.888351321220398,0.846561849117279,0.9448651671409607,0.9757547378540039,0.9600615501403809
127,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,mix,test_ext,0.788264274597168,0.6753683090209961,0.7198646664619446,0.8047008514404297,0.7695586085319519,0.7867375016212463
128,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,active,test,0.8095952272415161,0.892735481262207,0.8465589880943298,0.9475159049034119,0.9738460183143616,0.9605005383491516
129,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,active,test_ext,0.7846320867538452,0.6796563863754272,0.7218430042266846,0.815140426158905,0.7701892256736755,0.7920275330543518
130,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,random,test,0.8219934701919556,0.8750757575035095,0.846529483795166,0.9471372365951538,0.9721704125404358,0.9594905376434326
131,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,random,test_ext,0.798583984375,0.6653579473495483,0.7166687846183777,0.8112942576408386,0.7622461915016174,0.7860057950019836
132,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,mix,test,0.8137400150299072,0.8915116190910339,0.848580002784729,0.9464555978775024,0.9745009541511536,0.9602735638618469
133,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,mix,test_ext,0.7824478149414062,0.6769287586212158,0.7189481258392334,0.8088207840919495,0.7726441025733948,0.7903186678886414
134,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,active,test,0.8106640577316284,0.8933466672897339,0.8473633527755737,0.9480460286140442,0.9728007316589355,0.9602639079093933
135,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,active,test_ext,0.778882622718811,0.6812959313392639,0.7210015058517456,0.8182716369628906,0.7733668088912964,0.7951858043670654
136,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,random,test,0.8228387832641602,0.8739045262336731,0.8464779257774353,0.9475159049034119,0.9718791246414185,0.9595428705215454
137,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,random,test_ext,0.795199453830719,0.6657625436782837,0.7157835960388184,0.8102415204048157,0.7639042735099792,0.7863909006118774
138,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,mix,test,0.8143182992935181,0.8911579847335815,0.8486539125442505,0.9488033652305603,0.9731241464614868,0.9608098864555359
139,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,mix,test_ext,0.7823127508163452,0.666263222694397,0.7125484943389893,0.8120930790901184,0.7589156627655029,0.7846043705940247
140,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,active,test,0.8119267225265503,0.8943063020706177,0.8484212160110474,0.9493335485458374,0.9723083972930908,0.9606836438179016
141,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,active,test_ext,0.7745245695114136,0.6714143753051758,0.7130323052406311,0.8156384825706482,0.7646703124046326,0.7893325090408325
142,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,random,test,0.8231807947158813,0.8743646144866943,0.8468773365020752,0.9473644495010376,0.9721013307571411,0.95957350730896
143,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,random,test_ext,0.7916997075080872,0.6571773290634155,0.7084779143333435,0.8025527000427246,0.7538601160049438,0.7774447202682495
144,bert_2_v1,150,mix,test,0.7685213685035706,0.9282904267311096,0.827170729637146,0.9466828107833862,0.9807767868041992,0.963428258895874
145,bert_2_v1,150,mix,test_ext,0.7020289897918701,0.7434168457984924,0.7209005355834961,0.8409863710403442,0.8318327069282532,0.8363844752311707
146,bert_2_v1,150,active,test,0.7743332386016846,0.9272927641868591,0.8309425115585327,0.9449409246444702,0.9826730489730835,0.9634376764297485
147,bert_2_v1,150,active,test_ext,0.712557315826416,0.7436328530311584,0.7273489832878113,0.831480085849762,0.8451628088951111,0.838265597820282
148,bert_2_v1,150,random,test,0.7721368074417114,0.9242314696311951,0.8285052180290222,0.9450166821479797,0.9815921783447266,0.9629572629928589
149,bert_2_v1,150,random,test_ext,0.7091355323791504,0.7335144281387329,0.7206836342811584,0.8365501165390015,0.8357796669006348,0.8361647129058838
